timestamp_iso,iteration,phase,loop_index,xt_db,best_xt_db,xt_plus_db,xt_minus_db,learning_rate_ak,perturbation_ck,gradient_norm,"Z(0,0)","Z(1,-1)","Z(1,1)","Z(2,-2)","Z(2,0)","Z(2,2)","Z(3,-3)","Z(3,-1)","Z(3,1)","Z(3,3)","Z(4,-4)","Z(4,-2)","Z(4,0)","Z(4,2)","Z(4,4)","Z(5,-5)","Z(5,-3)","Z(5,-1)","Z(5,1)","Z(5,3)","Z(5,5)"
2026-04-09T18:06:12.393986,0,baseline,5,5.943277478218079,5.943277478218079,,,0.0,0.0,0.0,1.0,0.0,0.0,0.0,-5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2026-04-09T18:06:59.082802,1,update,8,5.552563667297363,5.552563667297363,5.821916460990906,5.4211437702178955,0.2750379897866075,0.05,18.365711919384495,0.7249620108996617,-0.2750379891003382,0.2750379891003382,0.2750379891003382,-5.275037989100338,0.2750379891003382,0.2750379891003382,-0.2750379891003382,-0.2750379891003382,-0.2750379891003382,-0.2750379891003382,0.2750379891003382,-0.2750379891003382,0.2750379891003382,-0.2750379891003382,-0.2750379891003382,0.2750379891003382,-0.2750379891003382,0.2750379891003382,0.2750379891003382,-0.2750379891003382
2026-04-09T18:07:22.106302,2,update,11,5.319719910621643,5.319719910621643,5.4033362865448,5.811655521392822,0.2597013987202152,0.046619324321841626,20.068435446208934,0.46496790428267115,-0.5350320957173288,0.2498943630827934,0.2498943630827934,-5.5350320957173285,0.5350320957173288,0.2498943630827934,-0.2498943630827934,-0.2498943630827934,-0.2498943630827934,-0.2498943630827934,0.2498943630827934,-0.5350320957173288,0.2498943630827934,-0.2498943630827934,-0.2498943630827934,0.5350320957173288,-0.5350320957173288,0.2498943630827934,0.5350320957173288,-0.5350320957173288
2026-04-09T18:07:45.274890,3,update,14,5.661548972129822,5.319719910621643,5.527319312095642,5.696080923080444,0.24644815716782212,0.04474873446783816,8.641170146346585,0.3306704349041279,-0.7648560972778875,0.18452428618868877,0.18452428618868877,-5.669329565095872,0.7648560972778875,0.2800508183707043,-0.2800508183707043,-0.18452428618868877,-0.18452428618868877,-0.2800508183707043,0.2800508183707043,-0.669329565095872,0.2800508183707043,-0.18452428618868877,-0.2800508183707043,0.669329565095872,-0.669329565095872,0.2800508183707043,0.7648560972778875,-0.669329565095872
2026-04-09T18:08:08.362626,4,update,17,5.296403169631958,5.296403169631958,5.484892129898071,5.721362829208374,0.23485444648570356,0.043467228004501084,12.465079198475587,0.28934746895572006,-0.9841142797618833,0.1925287577180066,0.1925287577180066,-5.820224809801013,0.8745420010051491,0.24684594892214176,-0.24684594892214176,-0.1925287577180066,-0.08295647896127245,-0.35641822767887593,0.24684594892214176,-0.7106525310442798,0.24684594892214176,-0.1925287577180066,-0.24684594892214176,0.8202248098010141,-0.8202248098010141,0.35641822767887593,0.9841142797618833,-0.7106525310442798
2026-04-09T18:08:31.627598,5,update,20,5.399602651596069,5.296403169631958,5.462164878845215,5.239800214767456,0.22460716576477643,0.042498542289531684,11.988680671416349,0.3023456499809772,-1.105395681119871,0.24275210323575674,0.15438663046702264,-5.978281296627421,1.0014996800489402,0.2659704866572753,-0.17760501388854122,-0.15438663046702264,-0.05049062939609183,-0.36986648772820613,0.2659704866572753,-0.6976543500190227,0.17760501388854122,-0.15438663046702264,-0.17760501388854122,0.9782812966274218,-0.8899158238586877,0.4582319604969402,1.193761153888605,-0.6976543500190227
2026-04-09T18:08:54.764049,6,update,23,4.9948650598526,4.9948650598526,5.309582948684692,5.501387715339661,0.21546947188514018,0.0417231153029624,10.533248242219901,0.34663091301149057,-1.2351133918577972,0.31640698520752963,0.09026349353059163,-6.137013526480704,1.1356958159304393,0.3150892746572642,-0.08894578298032618,-0.09026349353059163,0.009154082396766239,-0.4145068505846221,0.3150892746572642,-0.7214292067775477,0.08894578298032618,-0.09026349353059163,-0.08894578298032618,1.1370135264807049,-0.9789301545928053,0.5045301026834832,1.325136643956658,-0.6533690869885093
2026-04-09T18:09:17.973954,7,update,26,4.900293052196503,4.900293052196503,4.955762624740601,5.0453585386276245,0.20725855006427743,0.04107854970906752,4.997499427972775,0.3685804421411999,-1.3282395609890865,0.3927173499218015,0.021894345569126297,-6.284204685611522,1.26244513153998,0.3410657756919487,-0.00013479149758391373,-0.05178636572743682,0.07379210403829055,-0.4367522252993655,0.3410657756919487,-0.7262908279439132,0.00013479149758391373,-0.021894345569126297,-0.00013479149758391373,1.254312665453212,-1.038144971502271,0.5580486491651931,1.4495359848549136,-0.6015275377004894
2026-04-09T18:09:41.270636,8,update,29,4.864573180675507,4.864573180675507,4.907701015472412,5.14447808265686,0.19983080343240245,0.04052825599426546,13.38632525115203,0.35068740416493216,-1.4375112865795978,0.4886360725583815,-0.06771845865116147,-6.4364080458276955,1.3277709407703568,0.32637045376952106,0.10571036118217958,0.01408994491964019,0.1604421156656028,-0.4897393133102834,0.32637045376952106,-0.7654739190287607,-0.10571036118217958,-0.002926743875159555,0.03506515865585857,1.3121343295698535,-1.1204885540696883,0.6358689681430766,1.5129957388860695,-0.5956840821035464
2026-04-09T18:10:04.379229,9,update,32,5.080600380897522,4.864573180675507,5.107328295707703,4.895496666431427,0.19307170734201742,0.04004898472946174,12.119339382781446,0.36508987262046966,-1.4977180427775585,0.5379403172057888,-0.11187402261545476,-6.589691480040423,1.3520965650335002,0.34338380580927264,0.1631193758633347,0.09688873546836263,0.20217860726256023,-0.5620142614579222,0.34338380580927264,-0.8264781263213641,-0.1631193758633347,-0.01645184838608938,0.03479350486179058,1.3883566311342879,-1.1587089157946517,0.6703961580997696,1.5938214499328596,-0.561901149474939
2026-04-09T18:10:27.601980,10,update,35,4.942647814750671,4.864573180675507,5.118454694747925,4.992512762546539,0.18688868894247762,0.03962506652402359,7.282491716852289,0.39382429373090705,-1.5654236235477823,0.5634087799322638,-0.13296188983813675,-6.7036274159570155,1.3892737959411736,0.34137856261444693,0.1954835311670462,0.15085499524372012,0.22120828168053874,-0.6070266358513396,0.34137856261444693,-0.8948621936582812,-0.22844458491047065,-0.01147873781292954,0.05104290351597994,1.436727488932242,-1.1747470000061284,0.716253075233737,1.6461089761205743,-0.5166774606388089
2026-04-09T18:10:50.748517,11,update,38,5.023514032363892,4.864573180675507,4.999278783798218,5.027552247047424,0.18120602255353593,0.039245452705331356,1.6507044328277058,0.415216227705542,-1.6207269151329668,0.5891823240538145,-0.14770005662596708,-6.799158766432861,1.4252359058749284,0.3360219020339221,0.2200339345158007,0.20142633843704782,0.23415548015125787,-0.6498066171287898,0.3432454364054847,-0.9507558808282508,-0.28890009357893687,-0.003539541508911101,0.06879433638092258,1.4824299065127067,-1.185091019967341,0.7597679484451766,1.6952195433061985,-0.480937135200754
2026-04-09T18:11:13.967241,12,update,41,4.813695251941681,4.813695251941681,5.145664811134338,4.862393736839294,0.175961100597424,0.038902068880527954,16.68434581378081,0.4650340396170112,-1.6978133002354756,0.5772908997062604,-0.19216748594251837,-6.908593068147597,1.4215372426592783,0.3643308136895694,0.27239151361350133,0.2747077009703797,0.27718276804973785,-0.7168228420318049,0.3773628880190742,-0.963084463673357,-0.3701294448889645,-0.02977180187848145,0.05045222579250162,1.5517961012736112,-1.2260250574412572,0.8273751097158721,1.702093729253341,-0.4848141382759605
2026-04-09T18:11:37.106386,13,update,44,4.808763265609741,4.808763265609741,4.8750680685043335,4.828169345855713,0.1711016632654709,0.0385888401862967,2.784703368855887,0.5140132368414004,-1.770699359198652,0.5721684697969134,-0.22584990105313585,-6.999233140160306,1.4129915548692518,0.39445276081264913,0.31299136876011757,0.3336518234955448,0.3096025845812172,-0.7702742026858914,0.41257728940097727,-0.979196161388173,-0.43604171596574987,-0.04746710758866475,0.029068357241514933,1.60730772390361,-1.2672156855421641,0.8919505580742868,1.7028174535938687,-0.4829101770378098
2026-04-09T18:12:00.180548,14,update,47,4.940081536769867,4.808763265609741,4.7988560795784,5.132124423980713,0.16658370915986925,0.038301084631158236,19.937130105628928,0.5866034040045793,-1.8623254429882465,0.5344993966374181,-0.2190793122941488,-7.104995914741351,1.372596701458072,0.452027781083938,0.3117288141894849,0.3469959516508251,0.36900729086293366,-0.7792447012879057,0.4070265497067334,-0.9584348315997966,-0.45493425513032276,-0.02796673083118443,-0.02154893946944725,1.6179187128230301,-1.2664235358630598,0.9097786477896074,1.7369840430987928,-0.5149844633310999
2026-04-09T18:12:23.453695,15,update,50,4.896354973316193,4.808763265609741,5.073317289352417,4.957897663116455,0.16236989792093182,0.03803511968368888,6.953036802676739,0.6614488134873114,-1.9310538803853765,0.5129454351971704,-0.20177979133750548,-7.2088440497788655,1.3258995721854878,0.5137454861633171,0.32200497854360477,0.37004270123597705,0.4323246857268207,-0.7757075726242205,0.3907935396576394,-0.951663266808874,-0.46007194107359306,0.00046241111183976946,-0.05442349953960261,1.6385758857866601,-1.254350948855131,0.936745713462243,1.778235817217938,-0.5544069421205168
